2022-12-15 17:23:50,585 TRACE   org.springframework.beans.factory.support.DefaultListableBeanFactory - Creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
2022-12-15 17:23:50,614 DEBUG   org.springframework.beans.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
2022-12-15 17:23:50,617 TRACE   org.springframework.beans.factory.support.DefaultListableBeanFactory - Creating instance of bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
2022-12-15 17:23:50,619 TRACE   org.springframework.beans.factory.support.DefaultListableBeanFactory - Finished creating instance of bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
2022-12-15 17:23:50,624 TRACE   org.springframework.core.io.support.SpringFactoriesLoader - Loaded [org.springframework.beans.BeanInfoFactory] names: [org.springframework.beans.ExtendedBeanInfoFactory]
2022-12-15 17:23:50,626 TRACE   org.springframework.beans.CachedIntrospectionResults - Getting BeanInfo for class [org.springframework.context.annotation.ConfigurationClassPostProcessor]
2022-12-15 17:23:50,645 TRACE   org.springframework.beans.CachedIntrospectionResults - Caching PropertyDescriptors for class [org.springframework.context.annotation.ConfigurationClassPostProcessor]
2022-12-15 17:23:50,646 TRACE   org.springframework.beans.CachedIntrospectionResults - Found bean property 'applicationStartup' of type [org.springframework.core.metrics.ApplicationStartup]
2022-12-15 17:23:50,647 TRACE   org.springframework.beans.CachedIntrospectionResults - Found bean property 'beanClassLoader' of type [java.lang.ClassLoader]
2022-12-15 17:23:50,648 TRACE   org.springframework.beans.CachedIntrospectionResults - Found bean property 'beanNameGenerator' of type [org.springframework.beans.factory.support.BeanNameGenerator]
2022-12-15 17:23:50,649 TRACE   org.springframework.beans.CachedIntrospectionResults - Found bean property 'class' of type [java.lang.Class]
2022-12-15 17:23:50,651 TRACE   org.springframework.beans.CachedIntrospectionResults - Found bean property 'environment' of type [org.springframework.core.env.Environment]
2022-12-15 17:23:50,651 TRACE   org.springframework.beans.CachedIntrospectionResults - Found bean property 'metadataReaderFactory' of type [org.springframework.core.type.classreading.MetadataReaderFactory]
2022-12-15 17:23:50,652 TRACE   org.springframework.beans.CachedIntrospectionResults - Found bean property 'order' of type [int]
